"Position" "outlier" "ics.distance" "chr" "color" "midpoint" "Zlog"
"1" 734 0 1.32567826076157 "scaffold_1" "grey58" 10484 0.28192422337907
"2" 20236.4883 0 1.67715408399838 "scaffold_1" "grey58" 29986.49 0.517098359358743
"3" 39738.9766 0 0.859911420883569 "scaffold_1" "grey58" 49488.98 -0.150925894011936
"4" 59241.4648 0 1.06045389271999 "scaffold_1" "grey58" 68991.46 0.0586970171514649
"5" 78743.9531 0 0.536720015446497 "scaffold_1" "grey58" 88493.95 -0.622278706948072
"6" 98246.4414 0 0.327861615543924 "scaffold_1" "grey58" 107996.44 -1.11516366345396
"7" 117748.9297 0 0.0378643474667213 "scaffold_1" "grey58" 127498.93 -3.27374530971627
"8" 137251.418 0 0.226207810209006 "scaffold_1" "grey58" 147001.42 -1.48630118800492
"9" 156753.9062 0 0.0472822796093805 "scaffold_1" "grey58" 166503.91 -3.05161969195819
"10" 176256.3945 0 0.52195794253247 "scaffold_1" "grey58" 186006.39 -0.650168264206593
"11" 195758.8828 0 0.184682946091411 "scaffold_1" "grey58" 205508.88 -1.68911472905879
"12" 215261.3711 0 0.0329776252527542 "scaffold_1" "grey58" 225011.37 -3.41192597012077
"13" 234763.8594 0 0.0108405415126046 "scaffold_1" "grey58" 244513.86 -4.52446232918103
"14" 254266.3477 1 22.6248551956191 "scaffold_1" "darkred" 264016.35 3.11904908937188
"15" 273768.8359 0 2.11405036755128 "scaffold_1" "grey58" 283518.84 0.748605712874379
"16" 293271.3242 0 0.122493569561962 "scaffold_1" "grey58" 303021.32 -2.09969674374692
"17" 312773.8125 0 0.139121840883325 "scaffold_1" "grey58" 322523.81 -1.97240517668233
"18" 332276.3008 0 0.142333823438276 "scaffold_1" "grey58" 342026.3 -1.9495801110673
"19" 351778.7891 0 0.76358603203539 "scaffold_1" "grey58" 361528.79 -0.269729479551136
"20" 371281.2773 0 0.0610338595078583 "scaffold_1" "grey58" 381031.28 -2.79632649490604
"21" 390783.7656 0 0.0429791156797197 "scaffold_1" "grey58" 400533.77 -3.1470409631372
"22" 410286.2539 0 0.0988045119683878 "scaffold_1" "grey58" 420036.25 -2.31461200757482
"23" 429788.7422 0 4.86528983532087 "scaffold_1" "grey58" 439538.74 1.58212628946894
"24" 449291.2305 0 0.0149909353395997 "scaffold_1" "grey58" 459041.23 -4.20030957124259
"25" 468793.7188 0 0.676016413923929 "scaffold_1" "grey58" 478543.72 -0.391537922281394
"26" 488296.207 0 0.846928307695956 "scaffold_1" "grey58" 498046.21 -0.166139230538262
"27" 507798.6953 0 1.25780374166303 "scaffold_1" "grey58" 517548.7 0.229367137890711
"28" 527301.1836 0 1.23055814485817 "scaffold_1" "grey58" 537051.18 0.207467842766449
"29" 546803.6719 0 0.0396126108584219 "scaffold_1" "grey58" 556553.67 -3.2286077553973
"30" 566306.1602 0 0.340338420221271 "scaffold_1" "grey58" 576056.16 -1.07781480281588
"31" 585808.6484 0 0.0702278537594113 "scaffold_1" "grey58" 595558.65 -2.65601026944604
"32" 605311.1367 0 2.12288258600342 "scaffold_1" "grey58" 615061.14 0.752774875493831
"33" 624813.625 0 0.0656040235516416 "scaffold_1" "grey58" 634563.63 -2.7241182502843
"34" 644316.1133 0 0.2752603875208 "scaffold_1" "grey58" 654066.11 -1.29003776559624
"35" 663818.6016 0 0.182324395457392 "scaffold_1" "grey58" 673568.6 -1.70196778585905
