"Position" "outlier" "ics.distance" "chr" "color" "midpoint" "Zlog"
"1" 2263 0 0.117576064961127 "scaffold_1" "grey58" 12012.88475 -0.929681078882999
"2" 21763.7695 0 0.117185881163826 "scaffold_1" "grey58" 31513.65425 -0.931124710007428
"3" 41264.5391 0 0.120489307826685 "scaffold_1" "grey58" 51014.42385 -0.919051490499052
"4" 60765.3086 0 0.113016903784006 "scaffold_1" "grey58" 70515.19335 -0.946856594825593
"5" 80266.0781 0 0.11921065089549 "scaffold_1" "grey58" 90015.96285 -0.923684940749357
"6" 99766.8477 0 0.116211412155207 "scaffold_1" "grey58" 109516.7325 -0.934751221406362
"7" 119267.6172 0 0.120489307438801 "scaffold_1" "grey58" 129017.502 -0.91905149189715
"8" 138768.3867 0 0.120489307826685 "scaffold_1" "grey58" 148518.2715 -0.919051490499052
"9" 158269.1562 0 0.120489155192768 "scaffold_1" "grey58" 168019.041 -0.919052040656664
"10" 177769.9258 0 0.120488852129076 "scaffold_1" "grey58" 187519.8106 -0.919053133029288
"11" 197270.6953 0 0.120489307826685 "scaffold_1" "grey58" 207020.5801 -0.919051490499052
"12" 216771.4648 0 0.120486094140293 "scaffold_1" "grey58" 226521.3496 -0.919063074139998
"13" 236272.2344 0 0.120489307693436 "scaffold_1" "grey58" 246022.1192 -0.919051490979337
"14" 255773.0039 0 0.119651261789602 "scaffold_1" "grey58" 265522.8887 -0.922082717147727
"15" 275273.7734 0 0.12048778897592 "scaffold_1" "grey58" 285023.6582 -0.919056965114813
"16" 294774.543 0 0.120489307826685 "scaffold_1" "grey58" 304524.4278 -0.919051490499052
"17" 314275.3125 0 0.120489137219742 "scaffold_1" "grey58" 324025.1973 -0.919052105439147
"18" 333776.082 0 0.120489081299331 "scaffold_1" "grey58" 343525.9668 -0.919052307000317
"19" 353276.8516 0 0.120489307826685 "scaffold_1" "grey58" 363026.7364 -0.919051490499052
"20" 372777.6211 0 0.120489103936282 "scaffold_1" "grey58" 382527.5059 -0.919052225407015
"21" 392278.3906 0 0.119228865203464 "scaffold_1" "grey58" 402028.2754 -0.923618589553972
"22" 411779.1602 0 0.12048893908252 "scaffold_1" "grey58" 421529.045 -0.919052819611187
"23" 431279.9297 0 0.120489159042833 "scaffold_1" "grey58" 441029.8145 -0.919052026779382
"24" 450780.6992 0 0.120489307826685 "scaffold_1" "grey58" 460530.584 -0.919051490499052
"25" 470281.4688 0 0.12046787092454 "scaffold_1" "grey58" 480031.3536 -0.919128765045371
"26" 489782.2383 0 0.119583331002717 "scaffold_1" "grey58" 499532.1231 -0.922329353441785
"27" 509283.0078 0 0.120487788528656 "scaffold_1" "grey58" 519032.8926 -0.919056966726962
"28" 528783.7773 0 0.120489070679501 "scaffold_1" "grey58" 538533.6621 -0.919052345278755
"29" 548284.5469 0 0.120488967718967 "scaffold_1" "grey58" 558034.4317 -0.919052716393003
"30" 567785.3164 0 0.120487730924678 "scaffold_1" "grey58" 577535.2012 -0.919057174358756
"31" 587286.0859 0 0.119387357584679 "scaffold_1" "grey58" 597035.9707 -0.923041659989807
"32" 606786.8555 0 0.119184377671633 "scaffold_1" "grey58" 616536.7403 -0.923780666874669
"33" 626287.625 0 0.120487770565606 "scaffold_1" "grey58" 636037.5098 -0.919057031474221
"34" 645788.3945 0 0.120467872271854 "scaffold_1" "grey58" 655538.2793 -0.919128760188217
"35" 665289.1641 0 0.120488967582845 "scaffold_1" "grey58" 675039.0489 -0.919052716883646
"36" 684789.9336 0 0.120489307676681 "scaffold_1" "grey58" 694539.8184 -0.91905149103973
"37" 704290.7031 0 0.12048899837086 "scaffold_1" "grey58" 714040.5879 -0.919052605910304
"38" 723791.4727 0 0.117304819313611 "scaffold_1" "grey58" 733541.3575 -0.930684145102603
"39" 743292.2422 0 0.120487008812428 "scaffold_1" "grey58" 753042.127 -0.91905977719892
"40" 762793.0117 0 0.12046693758317 "scaffold_1" "grey58" 772542.8965 -0.919132129814532
"41" 782293.7812 0 0.12048586575505 "scaffold_1" "grey58" 792043.666 -0.919063897359852
"42" 801794.5508 0 0.120485037140397 "scaffold_1" "grey58" 811544.4356 -0.919066884133501
"43" 821295.3203 0 0.120487788825214 "scaffold_1" "grey58" 831045.2051 -0.919056965658028
"44" 840796.0898 0 0.120487770565606 "scaffold_1" "grey58" 850545.9746 -0.919057031474221
"45" 860296.8594 0 0.120489111379815 "scaffold_1" "grey58" 870046.7442 -0.919052198577326
"46" 879797.6289 0 0.120489158769982 "scaffold_1" "grey58" 889547.5137 -0.919052027762854
"47" 899298.3984 0 0.11922584090016 "scaffold_1" "grey58" 909048.2832 -0.923629605803205
"48" 918799.168 0 0.115326067319781 "scaffold_1" "grey58" 928549.0528 -0.938072517392175
"49" 938299.9375 0 0.12048900282882 "scaffold_1" "grey58" 948049.8223 -0.919052589841888
"50" 957800.707 0 0.120489140844349 "scaffold_1" "grey58" 967550.5918 -0.91905209237451
"51" 977301.4766 0 0.120489139449554 "scaffold_1" "grey58" 987051.3614 -0.919052097401949
"52" 996802.2461 0 0.120484280520582 "scaffold_1" "grey58" 1006552.131 -0.919069611416906
"53" 1016303.0156 0 0.119558308963924 "scaffold_1" "grey58" 1026052.9 -0.922420236262652
"54" 1035803.7852 0 0.120487770431357 "scaffold_1" "grey58" 1045553.67 -0.919057031958117
"55" 1055304.5547 0 0.103641829453282 "scaffold_1" "grey58" 1065054.439 -0.984464929587671
"56" 1074805.3242 0 0.120421367979227 "scaffold_1" "grey58" 1084555.209 -0.91929644354263
"57" 1094306.0938 0 0.102165842474268 "scaffold_1" "grey58" 1104055.979 -0.990694279392027
"58" 1113806.8633 0 0.0927126644663084 "scaffold_1" "grey58" 1123556.748 -1.03286093756897
"59" 1133307.6328 0 0.116232901724287 "scaffold_1" "grey58" 1143057.518 -0.934670920011669
"60" 1152808.4023 0 0.114088957685308 "scaffold_1" "grey58" 1162558.287 -0.942756387557307
"61" 1172309.1719 0 0.0873909314285363 "scaffold_1" "grey58" 1182059.057 -1.05853363183796
"62" 1191809.9414 0 0.104763199355985 "scaffold_1" "grey58" 1201559.826 -0.979791247155613
"63" 1211310.7109 0 0.104207623753534 "scaffold_1" "grey58" 1221060.596 -0.982100507207562
"64" 1230811.4805 0 0.102501706934306 "scaffold_1" "grey58" 1240561.365 -0.989268902354787
"65" 1250312.25 0 0.0922121853986458 "scaffold_1" "grey58" 1260062.135 -1.03521168521842
