"Position" "outlier" "ics.distance" "chr" "color" "midpoint" "Zlog"
"1" 2263 0 8.497147349879 "scaffold_1" "grey58" 12012 2.13973050127142
"2" 21763.7695 0 10.564920783546 "scaffold_1" "grey58" 31512.7676 2.35753915303196
"3" 41264.5391 0 8.74949848330741 "scaffold_1" "grey58" 51013.5352 2.16899638253345
"4" 60765.3086 0 5.55809907393196 "scaffold_1" "grey58" 70514.3047 1.71525615662599
"5" 80266.0781 0 2.46999890425614 "scaffold_1" "grey58" 90015.0703 0.904217707018793
"6" 99766.8477 0 4.81159042786138 "scaffold_1" "grey58" 109515.8359 1.57102767974794
"7" 119267.6172 0 4.05334068791431 "scaffold_1" "grey58" 129016.6016 1.39954140232081
"8" 138768.3867 0 0.550507834225753 "scaffold_1" "grey58" 148517.375 -0.596914091811211
"9" 158269.1562 0 0.0943166617726721 "scaffold_1" "grey58" 168018.1406 -2.36109741595068
"10" 177769.9258 0 0.566658312412891 "scaffold_1" "grey58" 187518.9062 -0.567998780515396
"11" 197270.6953 0 2.00989713838544 "scaffold_1" "grey58" 207019.6719 0.698083545828886
"12" 216771.4648 0 0.147778260085291 "scaffold_1" "grey58" 226520.4375 -1.91204237137283
"13" 236272.2344 0 0.935954557639431 "scaffold_1" "grey58" 246021.2031 -0.0661883532136341
"14" 255773.0039 0 3.6104105535135 "scaffold_1" "grey58" 265521.9688 1.28382149261344
"15" 275273.7734 0 3.09255206311606 "scaffold_1" "grey58" 285022.75 1.12899666042689
"16" 294774.543 0 0.46044669308609 "scaffold_1" "grey58" 304523.5312 -0.775558188758046
"17" 314275.3125 0 0.115174609390191 "scaffold_1" "grey58" 324024.3125 -2.16130595961205
"18" 333776.082 0 7.01780500911382 "scaffold_1" "grey58" 343525.0938 1.94845049237973
"19" 353276.8516 0 4.25093046049957 "scaffold_1" "grey58" 363025.875 1.44713789085649
"20" 372777.6211 0 4.73565784952283 "scaffold_1" "grey58" 382526.6562 1.55512065036105
"21" 392278.3906 0 0.0839524950538869 "scaffold_1" "grey58" 402027.4375 -2.47750417518687
"22" 411779.1602 0 0.621259619462638 "scaffold_1" "grey58" 421528.2188 -0.476006217646687
"23" 431279.9297 0 5.37464728735218 "scaffold_1" "grey58" 441029 1.68169295090284
"24" 450780.6992 0 6.12035840262176 "scaffold_1" "grey58" 460529.7812 1.81162065732941
"25" 470281.4688 0 3.32630591304095 "scaffold_1" "grey58" 480030.5625 1.20186235280124
"26" 489782.2383 0 0.138609595960266 "scaffold_1" "grey58" 499531.3438 -1.97609395970041
"27" 509283.0078 0 0.880514417187859 "scaffold_1" "grey58" 519032.125 -0.127248977315238
"28" 528783.7773 0 4.26108677740915 "scaffold_1" "grey58" 538532.875 1.4495242398136
"29" 548284.5469 0 7.00974952088879 "scaffold_1" "grey58" 558033.625 1.9473019687232
"30" 567785.3164 1 43.9030002151455 "scaffold_1" "darkred" 577534.375 3.78198265977656
"31" 587286.0859 0 8.62545978911447 "scaffold_1" "grey58" 597035.125 2.15471827037939
"32" 606786.8555 0 2.8442546357486 "scaffold_1" "grey58" 616535.875 1.04530104230315
"33" 626287.625 0 0.681186083522755 "scaffold_1" "grey58" 636036.625 -0.383919759758195
"34" 645788.3945 0 1.63471445490391 "scaffold_1" "grey58" 655537.375 0.49146814377824
"35" 665289.1641 0 2.63697457839015 "scaffold_1" "grey58" 675038.125 0.969632266972064
"36" 684789.9336 0 7.90879742593885 "scaffold_1" "grey58" 694538.875 2.06797573810253
"37" 704290.7031 0 11.0926477382361 "scaffold_1" "grey58" 714039.625 2.40628252293239
"38" 723791.4727 0 10.1038709441484 "scaffold_1" "grey58" 733540.375 2.31291861221804
"39" 743292.2422 0 7.0153994733999 "scaffold_1" "grey58" 753041.125 1.94810765753535
"40" 762793.0117 0 5.26470947478247 "scaffold_1" "grey58" 772541.875 1.66102596358528
"41" 782293.7812 0 2.20011488809 "scaffold_1" "grey58" 792042.625 0.788509580859849
"42" 801794.5508 0 4.8137988589231 "scaffold_1" "grey58" 811543.375 1.57148655596264
"43" 821295.3203 0 7.10273841146194 "scaffold_1" "grey58" 831044.125 1.96048040144253
"44" 840796.0898 0 5.7866938981757 "scaffold_1" "grey58" 850544.875 1.75556112645896
"45" 860296.8594 0 1.99442181879797 "scaffold_1" "grey58" 870045.625 0.690354193198441
"46" 879797.6289 0 0.0996625927796954 "scaffold_1" "grey58" 889546.375 -2.30596487021508
"47" 899298.3984 0 0.480071662317635 "scaffold_1" "grey58" 909047.125 -0.73381988972874
"48" 918799.168 0 0.120930183797336 "scaffold_1" "grey58" 928547.875 -2.1125418933206
"49" 938299.9375 0 1.10727183025445 "scaffold_1" "grey58" 948048.625 0.101899179368022
"50" 957800.707 0 0.876734847195334 "scaffold_1" "grey58" 967549.375 -0.131550673036398
"51" 977301.4766 0 0.2599798736394 "scaffold_1" "grey58" 987050.125 -1.34715106004208
"52" 996802.2461 0 0.0513743215931808 "scaffold_1" "grey58" 1006550.875 -2.96861681125184
"53" 1016303.0156 0 0.163978154296019 "scaffold_1" "grey58" 1026051.625 -1.80802206554266
"54" 1035803.7852 0 0.15842336268805 "scaffold_1" "grey58" 1045552.375 -1.84248431876016
"55" 1055304.5547 0 0.11771568389385 "scaffold_1" "grey58" 1065053.125 -2.1394830204595
"56" 1074805.3242 0 0.0743734438871638 "scaffold_1" "grey58" 1084553.875 -2.59865633786075
"57" 1094306.0938 0 0.248438588011781 "scaffold_1" "grey58" 1104054.625 -1.39255959472459
"58" 1113806.8633 0 1.22564999916199 "scaffold_1" "grey58" 1123555.375 0.203471314832958
"59" 1133307.6328 0 0.099825155180338 "scaffold_1" "grey58" 1143056.125 -2.30433507151026
"60" 1152808.4023 0 0.216790949685772 "scaffold_1" "grey58" 1162556.875 -1.52882175527982
"61" 1172309.1719 0 0.166080496357866 "scaffold_1" "grey58" 1182057.625 -1.79528269034177
"62" 1191809.9414 0 0.216790949015256 "scaffold_1" "grey58" 1201558.375 -1.52882175837274
"63" 1211310.7109 0 0.0137955414557553 "scaffold_1" "grey58" 1221059.125 -4.28340982193779
"64" 1230811.4805 0 0.00936795380648797 "scaffold_1" "grey58" 1240559.875 -4.67046058368863
"65" 1250312.25 0 0.0102524208943888 "scaffold_1" "grey58" 1260060.625 -4.58024141646654
"66" 1269813.0195 0 0.00724254779764229 "scaffold_1" "grey58" 1279561.375 -4.92778222873712
"67" 1289313.7891 0 0.0985156735579818 "scaffold_1" "grey58" 1299062.125 -2.31753962104666
"68" 1308814.5586 0 0.0703996636097199 "scaffold_1" "grey58" 1318562.875 -2.65356679410058
"69" 1328315.3281 0 0.103540331241682 "scaffold_1" "grey58" 1338063.625 -2.26779406834717
"70" 1347816.0977 0 0.329147884663232 "scaffold_1" "grey58" 1357564.375 -1.11124813175385
"71" 1367316.8672 0 0.333752652926283 "scaffold_1" "grey58" 1377065.125 -1.09735512045647
"72" 1386817.6367 0 0.338376779723516 "scaffold_1" "grey58" 1396565.875 -1.08359527144269
"73" 1406318.4062 0 0.379078218249907 "scaffold_1" "grey58" 1416066.625 -0.970012714586643
